signguCode,signguNm,daywkDivCd,daywkDivNm,touDivCd,touDivNm,touNum,baseYmd
30230,대덕구,4,목요일,3,외국인(c),599.2099999999999,20240411
30110,동구,5,금요일,1,현지인(a),86086.0,20240412
30110,동구,5,금요일,2,외지인(b),107999.5,20240412
30110,동구,5,금요일,3,외국인(c),984.25,20240412
30140,중구,5,금요일,1,현지인(a),109119.5,20240412
30140,중구,5,금요일,2,외지인(b),125090.0,20240412
30140,중구,5,금요일,3,외국인(c),610.1099999999999,20240412
30170,서구,5,금요일,1,현지인(a),271036.5,20240412
30170,서구,5,금요일,2,외지인(b),160856.5,20240412
30170,서구,5,금요일,3,외국인(c),1004.1200000000001,20240412
30200,유성구,5,금요일,1,현지인(a),247096.5,20240412
30200,유성구,5,금요일,2,외지인(b),156030.0,20240412
30200,유성구,5,금요일,3,외국인(c),1556.0700000000004,20240412
30230,대덕구,5,금요일,1,현지인(a),72782.5,20240412
30230,대덕구,5,금요일,2,외지인(b),69258.0,20240412
30230,대덕구,5,금요일,3,외국인(c),557.6699999999998,20240412
30110,동구,6,토요일,1,현지인(a),79422.0,20240413
30110,동구,6,토요일,2,외지인(b),145089.0,20240413
30110,동구,6,토요일,3,외국인(c),882.1700000000003,20240413
30140,중구,6,토요일,1,현지인(a),100558.5,20240413
30140,중구,6,토요일,2,외지인(b),167405.0,20240413
30140,중구,6,토요일,3,외국인(c),521.79,20240413
30170,서구,6,토요일,1,현지인(a),246970.5,20240413
30170,서구,6,토요일,2,외지인(b),212719.5,20240413
30170,서구,6,토요일,3,외국인(c),943.0500000000001,20240413
30200,유성구,6,토요일,1,현지인(a),216674.5,20240413
30200,유성구,6,토요일,2,외지인(b),206650.5,20240413
30200,유성구,6,토요일,3,외국인(c),1339.1100000000006,20240413
30230,대덕구,6,토요일,1,현지인(a),65856.0,20240413
30230,대덕구,6,토요일,2,외지인(b),98290.5,20240413
30230,대덕구,6,토요일,3,외국인(c),488.63000000000005,20240413
30110,동구,7,일요일,1,현지인(a),76888.0,20240414
30110,동구,7,일요일,2,외지인(b),122097.5,20240414
30110,동구,7,일요일,3,외국인(c),884.87,20240414
30140,중구,7,일요일,1,현지인(a),96981.5,20240414
30140,중구,7,일요일,2,외지인(b),133087.5,20240414
30140,중구,7,일요일,3,외국인(c),462.62,20240414
30170,서구,7,일요일,1,현지인(a),237016.5,20240414
30170,서구,7,일요일,2,외지인(b),166460.0,20240414
30170,서구,7,일요일,3,외국인(c),891.5400000000001,20240414
30200,유성구,7,일요일,1,현지인(a),212754.5,20240414
30200,유성구,7,일요일,2,외지인(b),171370.5,20240414
30200,유성구,7,일요일,3,외국인(c),1189.1699999999998,20240414
30230,대덕구,7,일요일,1,현지인(a),63444.5,20240414
30230,대덕구,7,일요일,2,외지인(b),76779.5,20240414
30230,대덕구,7,일요일,3,외국인(c),445.87,20240414
30110,동구,1,월요일,1,현지인(a),82988.5,20240415
30110,동구,1,월요일,2,외지인(b),81571.0,20240415
30110,동구,1,월요일,3,외국인(c),773.09,20240415
30140,중구,1,월요일,1,현지인(a),104293.0,20240415
30140,중구,1,월요일,2,외지인(b),92400.0,20240415
30140,중구,1,월요일,3,외국인(c),390.6799999999999,20240415
30170,서구,1,월요일,1,현지인(a),259661.5,20240415
30170,서구,1,월요일,2,외지인(b),133297.5,20240415
30170,서구,1,월요일,3,외국인(c),703.4899999999999,20240415
30200,유성구,1,월요일,1,현지인(a),238847.0,20240415
30200,유성구,1,월요일,2,외지인(b),127337.0,20240415
30200,유성구,1,월요일,3,외국인(c),1414.1300000000003,20240415
30230,대덕구,1,월요일,1,현지인(a),69720.0,20240415
30230,대덕구,1,월요일,2,외지인(b),57914.5,20240415
30230,대덕구,1,월요일,3,외국인(c),484.25,20240415
30110,동구,2,화요일,1,현지인(a),84241.5,20240416
30110,동구,2,화요일,2,외지인(b),86376.5,20240416
30110,동구,2,화요일,3,외국인(c),807.29,20240416
30140,중구,2,화요일,1,현지인(a),106074.5,20240416
30140,중구,2,화요일,2,외지인(b),98934.5,20240416
30140,중구,2,화요일,3,외국인(c),401.09000000000003,20240416
30170,서구,2,화요일,1,현지인(a),264512.5,20240416
30170,서구,2,화요일,2,외지인(b),140791.0,20240416
30170,서구,2,화요일,3,외국인(c),924.5399999999998,20240416
30200,유성구,2,화요일,1,현지인(a),242728.5,20240416
30200,유성구,2,화요일,2,외지인(b),137294.5,20240416
30200,유성구,2,화요일,3,외국인(c),1524.3100000000004,20240416
30230,대덕구,2,화요일,1,현지인(a),71386.0,20240416
30230,대덕구,2,화요일,2,외지인(b),62597.5,20240416
30230,대덕구,2,화요일,3,외국인(c),568.0699999999999,20240416
30110,동구,3,수요일,1,현지인(a),84700.0,20240417
30110,동구,3,수요일,2,외지인(b),87990.0,20240417
30110,동구,3,수요일,3,외국인(c),832.2099999999998,20240417
30140,중구,3,수요일,1,현지인(a),106669.5,20240417
30140,중구,3,수요일,2,외지인(b),102753.0,20240417
30140,중구,3,수요일,3,외국인(c),417.65999999999997,20240417
30170,서구,3,수요일,1,현지인(a),266101.5,20240417
30170,서구,3,수요일,2,외지인(b),146839.0,20240417
30170,서구,3,수요일,3,외국인(c),958.09,20240417
30200,유성구,3,수요일,1,현지인(a),243302.5,20240417
30200,유성구,3,수요일,2,외지인(b),142534.0,20240417
30200,유성구,3,수요일,3,외국인(c),1660.0200000000002,20240417
30230,대덕구,3,수요일,1,현지인(a),71967.0,20240417
30230,대덕구,3,수요일,2,외지인(b),63850.5,20240417
30230,대덕구,3,수요일,3,외국인(c),542.9899999999998,20240417
30110,동구,4,목요일,1,현지인(a),84878.5,20240418
30110,동구,4,목요일,2,외지인(b),93376.5,20240418
30110,동구,4,목요일,3,외국인(c),869.6999999999999,20240418
30140,중구,4,목요일,1,현지인(a),106844.5,20240418
30140,중구,4,목요일,2,외지인(b),103691.0,20240418
30140,중구,4,목요일,3,외국인(c),399.38,20240418
30170,서구,4,목요일,1,현지인(a),266546.0,20240418
30170,서구,4,목요일,2,외지인(b),149128.0,20240418
30170,서구,4,목요일,3,외국인(c),948.4099999999999,20240418
30200,유성구,4,목요일,1,현지인(a),242903.5,20240418
30200,유성구,4,목요일,2,외지인(b),148204.0,20240418
30200,유성구,4,목요일,3,외국인(c),1637.8899999999996,20240418
30230,대덕구,4,목요일,1,현지인(a),71795.5,20240418
30230,대덕구,4,목요일,2,외지인(b),66797.5,20240418
30230,대덕구,4,목요일,3,외국인(c),516.1800000000001,20240418
30110,동구,5,금요일,1,현지인(a),86016.0,20240419
30110,동구,5,금요일,2,외지인(b),110208.0,20240419
30110,동구,5,금요일,3,외국인(c),881.9499999999999,20240419
30140,중구,5,금요일,1,현지인(a),109109.0,20240419
30140,중구,5,금요일,2,외지인(b),127354.5,20240419
30140,중구,5,금요일,3,외국인(c),428.55000000000007,20240419
30170,서구,5,금요일,1,현지인(a),270753.0,20240419
30170,서구,5,금요일,2,외지인(b),169393.0,20240419
30170,서구,5,금요일,3,외국인(c),752.62,20240419
30200,유성구,5,금요일,1,현지인(a),246347.5,20240419
30200,유성구,5,금요일,2,외지인(b),170009.0,20240419
30200,유성구,5,금요일,3,외국인(c),1457.0700000000004,20240419
30230,대덕구,5,금요일,1,현지인(a),72817.5,20240419
30230,대덕구,5,금요일,2,외지인(b),71708.0,20240419
30230,대덕구,5,금요일,3,외국인(c),561.3000000000002,20240419
30110,동구,6,토요일,1,현지인(a),77462.0,20240420
30110,동구,6,토요일,2,외지인(b),134137.5,20240420
30110,동구,6,토요일,3,외국인(c),823.2500000000002,20240420
30140,중구,6,토요일,1,현지인(a),98150.5,20240420
30140,중구,6,토요일,2,외지인(b),154724.5,20240420
30140,중구,6,토요일,3,외국인(c),375.66,20240420
30170,서구,6,토요일,1,현지인(a),239309.0,20240420
30170,서구,6,토요일,2,외지인(b),207354.0,20240420
30170,서구,6,토요일,3,외국인(c),782.4199999999998,20240420
30200,유성구,6,토요일,1,현지인(a),210462.0,20240420
30200,유성구,6,토요일,2,외지인(b),200158.0,20240420
30200,유성구,6,토요일,3,외국인(c),1106.01,20240420
30230,대덕구,6,토요일,1,현지인(a),63630.0,20240420
30230,대덕구,6,토요일,2,외지인(b),84675.5,20240420
30230,대덕구,6,토요일,3,외국인(c),456.07,20240420
30110,동구,7,일요일,1,현지인(a),76230.0,20240421
30110,동구,7,일요일,2,외지인(b),118125.0,20240421
30110,동구,7,일요일,3,외국인(c),786.4499999999999,20240421
30140,중구,7,일요일,1,현지인(a),96803.0,20240421
30140,중구,7,일요일,2,외지인(b),134011.5,20240421
30140,중구,7,일요일,3,외국인(c),329.09,20240421
30170,서구,7,일요일,1,현지인(a),234675.0,20240421
30170,서구,7,일요일,2,외지인(b),167681.5,20240421
30170,서구,7,일요일,3,외국인(c),840.6899999999999,20240421
30200,유성구,7,일요일,1,현지인(a),209905.5,20240421
30200,유성구,7,일요일,2,외지인(b),165361.0,20240421
30200,유성구,7,일요일,3,외국인(c),1140.66,20240421
30230,대덕구,7,일요일,1,현지인(a),62884.5,20240421
30230,대덕구,7,일요일,2,외지인(b),70637.0,20240421
30230,대덕구,7,일요일,3,외국인(c),431.31999999999994,20240421
30110,동구,1,월요일,1,현지인(a),84409.5,20240422
30110,동구,1,월요일,2,외지인(b),89694.5,20240422
30110,동구,1,월요일,3,외국인(c),757.2399999999999,20240422
30140,중구,1,월요일,1,현지인(a),105945.0,20240422
30140,중구,1,월요일,2,외지인(b),101724.0,20240422
30140,중구,1,월요일,3,외국인(c),331.51000000000005,20240422
30170,서구,1,월요일,1,현지인(a),265265.0,20240422
30170,서구,1,월요일,2,외지인(b),145075.0,20240422
30170,서구,1,월요일,3,외국인(c),757.63,20240422
30200,유성구,1,월요일,1,현지인(a),242263.0,20240422
30200,유성구,1,월요일,2,외지인(b),141148.0,20240422
30200,유성구,1,월요일,3,외국인(c),1227.3700000000003,20240422
30230,대덕구,1,월요일,1,현지인(a),71904.0,20240422
30230,대덕구,1,월요일,2,외지인(b),64400.0,20240422
30230,대덕구,1,월요일,3,외국인(c),519.52,20240422
30110,동구,2,화요일,1,현지인(a),84066.5,20240423
30110,동구,2,화요일,2,외지인(b),87895.5,20240423
30110,동구,2,화요일,3,외국인(c),745.7499999999999,20240423
30140,중구,2,화요일,1,현지인(a),105896.0,20240423
30140,중구,2,화요일,2,외지인(b),102070.5,20240423
30140,중구,2,화요일,3,외국인(c),341.43,20240423
30170,서구,2,화요일,1,현지인(a),263357.5,20240423
30170,서구,2,화요일,2,외지인(b),148197.0,20240423
30170,서구,2,화요일,3,외국인(c),823.8299999999999,20240423
30200,유성구,2,화요일,1,현지인(a),241923.5,20240423
30200,유성구,2,화요일,2,외지인(b),145747.0,20240423
30200,유성구,2,화요일,3,외국인(c),1425.3700000000001,20240423
30230,대덕구,2,화요일,1,현지인(a),71239.0,20240423
30230,대덕구,2,화요일,2,외지인(b),64176.0,20240423
30230,대덕구,2,화요일,3,외국인(c),528.3699999999999,20240423
30110,동구,3,수요일,1,현지인(a),84003.5,20240424
30110,동구,3,수요일,2,외지인(b),90517.0,20240424
30110,동구,3,수요일,3,외국인(c),793.9600000000003,20240424
30140,중구,3,수요일,1,현지인(a),105798.0,20240424
30140,중구,3,수요일,2,외지인(b),105640.5,20240424
30140,중구,3,수요일,3,외국인(c),426.33000000000004,20240424
30170,서구,3,수요일,1,현지인(a),266791.0,20240424
30170,서구,3,수요일,2,외지인(b),155512.0,20240424
30170,서구,3,수요일,3,외국인(c),850.4699999999998,20240424
30200,유성구,3,수요일,1,현지인(a),242553.5,20240424
30200,유성구,3,수요일,2,외지인(b),149772.0,20240424
30200,유성구,3,수요일,3,외국인(c),1570.6700000000003,20240424
30230,대덕구,3,수요일,1,현지인(a),70948.5,20240424
30230,대덕구,3,수요일,2,외지인(b),64319.5,20240424
30230,대덕구,3,수요일,3,외국인(c),534.9599999999998,20240424
30110,동구,4,목요일,1,현지인(a),85109.5,20240425
30110,동구,4,목요일,2,외지인(b),102756.5,20240425
30110,동구,4,목요일,3,외국인(c),815.17,20240425
30140,중구,4,목요일,1,현지인(a),107215.5,20240425
30140,중구,4,목요일,2,외지인(b),113025.5,20240425
30140,중구,4,목요일,3,외국인(c),415.99,20240425
30170,서구,4,목요일,1,현지인(a),268600.5,20240425
30170,서구,4,목요일,2,외지인(b),163555.0,20240425
30170,서구,4,목요일,3,외국인(c),833.2700000000002,20240425
30200,유성구,4,목요일,1,현지인(a),242592.0,20240425
30200,유성구,4,목요일,2,외지인(b),163327.5,20240425
30200,유성구,4,목요일,3,외국인(c),1488.2900000000004,20240425
30230,대덕구,4,목요일,1,현지인(a),71809.5,20240425
30230,대덕구,4,목요일,2,외지인(b),71071.0,20240425
30230,대덕구,4,목요일,3,외국인(c),521.86,20240425
30110,동구,5,금요일,1,현지인(a),86138.5,20240426
30110,동구,5,금요일,2,외지인(b),120123.5,20240426
30110,동구,5,금요일,3,외국인(c),854.1999999999999,20240426
30140,중구,5,금요일,1,현지인(a),109473.0,20240426
30140,중구,5,금요일,2,외지인(b),140231.0,20240426
30140,중구,5,금요일,3,외국인(c),494.92,20240426
30170,서구,5,금요일,1,현지인(a),274225.0,20240426
30170,서구,5,금요일,2,외지인(b),187131.0,20240426
30170,서구,5,금요일,3,외국인(c),893.0000000000001,20240426
30200,유성구,5,금요일,1,현지인(a),246407.0,20240426
30200,유성구,5,금요일,2,외지인(b),183393.0,20240426
30200,유성구,5,금요일,3,외국인(c),1475.27,20240426
30230,대덕구,5,금요일,1,현지인(a),73290.0,20240426
30230,대덕구,5,금요일,2,외지인(b),77941.5,20240426
30230,대덕구,5,금요일,3,외국인(c),516.99,20240426
30110,동구,6,토요일,1,현지인(a),80377.5,20240427
30110,동구,6,토요일,2,외지인(b),159194.0,20240427
30110,동구,6,토요일,3,외국인(c),907.4900000000001,20240427
30140,중구,6,토요일,1,현지인(a),101990.0,20240427
30140,중구,6,토요일,2,외지인(b),181895.0,20240427
30140,중구,6,토요일,3,외국인(c),432.52000000000004,20240427
30170,서구,6,토요일,1,현지인(a),248867.5,20240427
30170,서구,6,토요일,2,외지인(b),244818.0,20240427
30170,서구,6,토요일,3,외국인(c),850.12,20240427
30200,유성구,6,토요일,1,현지인(a),216244.0,20240427
30200,유성구,6,토요일,2,외지인(b),230296.5,20240427
30200,유성구,6,토요일,3,외국인(c),1270.7799999999997,20240427
30230,대덕구,6,토요일,1,현지인(a),64799.0,20240427
30230,대덕구,6,토요일,2,외지인(b),101216.5,20240427
30230,대덕구,6,토요일,3,외국인(c),431.55000000000007,20240427
30110,동구,7,일요일,1,현지인(a),76783.0,20240428
30110,동구,7,일요일,2,외지인(b),131061.0,20240428
30110,동구,7,일요일,3,외국인(c),798.7100000000002,20240428
30140,중구,7,일요일,1,현지인(a),96845.0,20240428
30140,중구,7,일요일,2,외지인(b),144837.0,20240428
30140,중구,7,일요일,3,외국인(c),393.86999999999995,20240428
30170,서구,7,일요일,1,현지인(a),239263.5,20240428
30170,서구,7,일요일,2,외지인(b),191425.5,20240428
30170,서구,7,일요일,3,외국인(c),864.4899999999999,20240428
30200,유성구,7,일요일,1,현지인(a),209492.5,20240428
30200,유성구,7,일요일,2,외지인(b),183344.0,20240428
30200,유성구,7,일요일,3,외국인(c),1184.3199999999995,20240428
30230,대덕구,7,일요일,1,현지인(a),61964.0,20240428
30230,대덕구,7,일요일,2,외지인(b),81385.5,20240428
30230,대덕구,7,일요일,3,외국인(c),447.68999999999994,20240428
30110,동구,1,월요일,1,현지인(a),83251.0,20240429
30110,동구,1,월요일,2,외지인(b),91696.5,20240429
30110,동구,1,월요일,3,외국인(c),901.12,20240429
30140,중구,1,월요일,1,현지인(a),104569.5,20240429
30140,중구,1,월요일,2,외지인(b),105007.0,20240429
30140,중구,1,월요일,3,외국인(c),323.59999999999997,20240429
30170,서구,1,월요일,1,현지인(a),261992.5,20240429
30170,서구,1,월요일,2,외지인(b),150496.5,20240429
30170,서구,1,월요일,3,외국인(c),807.1699999999998,20240429
30200,유성구,1,월요일,1,현지인(a),239127.0,20240429
30200,유성구,1,월요일,2,외지인(b),144749.5,20240429
30200,유성구,1,월요일,3,외국인(c),1329.1199999999994,20240429
30230,대덕구,1,월요일,1,현지인(a),70063.0,20240429
30230,대덕구,1,월요일,2,외지인(b),66468.5,20240429
30230,대덕구,1,월요일,3,외국인(c),446.30999999999995,20240429
30110,동구,2,화요일,1,현지인(a),85470.0,20240430
30110,동구,2,화요일,2,외지인(b),104979.0,20240430
30110,동구,2,화요일,3,외국인(c),796.7900000000001,20240430
30140,중구,2,화요일,1,현지인(a),108195.5,20240430
30140,중구,2,화요일,2,외지인(b),128520.0,20240430
30140,중구,2,화요일,3,외국인(c),364.9799999999999,20240430
30170,서구,2,화요일,1,현지인(a),268884.0,20240430
30170,서구,2,화요일,2,외지인(b),169827.0,20240430
30170,서구,2,화요일,3,외국인(c),763.2700000000001,20240430
30200,유성구,2,화요일,1,현지인(a),245640.5,20240430
30200,유성구,2,화요일,2,외지인(b),162799.0,20240430
30200,유성구,2,화요일,3,외국인(c),1242.1099999999997,20240430
30230,대덕구,2,화요일,1,현지인(a),72180.5,20240430
30230,대덕구,2,화요일,2,외지인(b),74441.5,20240430
30230,대덕구,2,화요일,3,외국인(c),515.6399999999998,20240430
30110,동구,3,수요일,1,현지인(a),93751.0,20240501
30110,동구,3,수요일,2,외지인(b),103320.0,20240501
30110,동구,3,수요일,3,외국인(c),843.08,20240501
30140,중구,3,수요일,1,현지인(a),109476.5,20240501
30140,중구,3,수요일,2,외지인(b),132744.5,20240501
30140,중구,3,수요일,3,외국인(c),399.0100000000001,20240501
30170,서구,3,수요일,1,현지인(a),274533.0,20240501
30170,서구,3,수요일,2,외지인(b),164811.5,20240501
30170,서구,3,수요일,3,외국인(c),712.37,20240501
30200,유성구,3,수요일,1,현지인(a),249588.5,20240501
30200,유성구,3,수요일,2,외지인(b),144578.0,20240501
30200,유성구,3,수요일,3,외국인(c),1233.7200000000003,20240501
30230,대덕구,3,수요일,1,현지인(a),71673.0,20240501
30230,대덕구,3,수요일,2,외지인(b),69905.5,20240501
30230,대덕구,3,수요일,3,외국인(c),498.69999999999993,20240501
30110,동구,4,목요일,1,현지인(a),99375.5,20240502
30110,동구,4,목요일,2,외지인(b),91024.5,20240502
30110,동구,4,목요일,3,외국인(c),848.4000000000001,20240502
30140,중구,4,목요일,1,현지인(a),113690.5,20240502
30140,중구,4,목요일,2,외지인(b),107908.5,20240502
30140,중구,4,목요일,3,외국인(c),399.66999999999996,20240502
30170,서구,4,목요일,1,현지인(a),282019.5,20240502
30170,서구,4,목요일,2,외지인(b),138215.0,20240502
30170,서구,4,목요일,3,외국인(c),837.6,20240502
30200,유성구,4,목요일,1,현지인(a),263529.0,20240502
30200,유성구,4,목요일,2,외지인(b),130315.5,20240502
30200,유성구,4,목요일,3,외국인(c),1202.3700000000001,20240502
30230,대덕구,4,목요일,1,현지인(a),75551.0,20240502
30230,대덕구,4,목요일,2,외지인(b),61554.5,20240502
30230,대덕구,4,목요일,3,외국인(c),469.0599999999999,20240502
30110,동구,5,금요일,1,현지인(a),99263.5,20240503
30110,동구,5,금요일,2,외지인(b),120890.0,20240503
30110,동구,5,금요일,3,외국인(c),866.2300000000002,20240503
30140,중구,5,금요일,1,현지인(a),115328.5,20240503
30140,중구,5,금요일,2,외지인(b),126231.0,20240503
30140,중구,5,금요일,3,외국인(c),379.29,20240503
30170,서구,5,금요일,1,현지인(a),288015.0,20240503
30170,서구,5,금요일,2,외지인(b),173813.5,20240503
30170,서구,5,금요일,3,외국인(c),817.56,20240503
30200,유성구,5,금요일,1,현지인(a),263616.5,20240503
30200,유성구,5,금요일,2,외지인(b),169484.0,20240503
30200,유성구,5,금요일,3,외국인(c),1247.2900000000002,20240503
30230,대덕구,5,금요일,1,현지인(a),76293.0,20240503
30230,대덕구,5,금요일,2,외지인(b),74011.0,20240503
30230,대덕구,5,금요일,3,외국인(c),467.5400000000001,20240503
30110,동구,6,토요일,1,현지인(a),87314.5,20240504
30110,동구,6,토요일,2,외지인(b),163653.0,20240504
30110,동구,6,토요일,3,외국인(c),997.4800000000002,20240504
30140,중구,6,토요일,1,현지인(a),102025.0,20240504
30140,중구,6,토요일,2,외지인(b),177082.5,20240504
30140,중구,6,토요일,3,외국인(c),646.32,20240504
30170,서구,6,토요일,1,현지인(a),249144.0,20240504
30170,서구,6,토요일,2,외지인(b),236204.5,20240504
30170,서구,6,토요일,3,외국인(c),872.3299999999999,20240504
30200,유성구,6,토요일,1,현지인(a),217343.0,20240504
30200,유성구,6,토요일,2,외지인(b),239071.0,20240504
30200,유성구,6,토요일,3,외국인(c),1290.5700000000002,20240504
30230,대덕구,6,토요일,1,현지인(a),66661.0,20240504
30230,대덕구,6,토요일,2,외지인(b),110103.0,20240504
30230,대덕구,6,토요일,3,외국인(c),699.68,20240504
30110,동구,7,일요일,1,현지인(a),80633.0,20240505
30110,동구,7,일요일,2,외지인(b),149131.5,20240505
30110,동구,7,일요일,3,외국인(c),880.9300000000001,20240505
30140,중구,7,일요일,1,현지인(a),94741.5,20240505
30140,중구,7,일요일,2,외지인(b),158270.0,20240505
30140,중구,7,일요일,3,외국인(c),360.0700000000001,20240505
30170,서구,7,일요일,1,현지인(a),226765.0,20240505
30170,서구,7,일요일,2,외지인(b),214256.0,20240505
30170,서구,7,일요일,3,외국인(c),783.2799999999999,20240505
30200,유성구,7,일요일,1,현지인(a),195870.5,20240505
30200,유성구,7,일요일,2,외지인(b),202468.0,20240505
30200,유성구,7,일요일,3,외국인(c),991.8,20240505
30230,대덕구,7,일요일,1,현지인(a),60651.5,20240505
30230,대덕구,7,일요일,2,외지인(b),93355.5,20240505
30230,대덕구,7,일요일,3,외국인(c),461.81,20240505
30110,동구,1,월요일,1,현지인(a),85176.0,20240506
30110,동구,1,월요일,2,외지인(b),129605.0,20240506
30110,동구,1,월요일,3,외국인(c),756.0899999999998,20240506
30140,중구,1,월요일,1,현지인(a),98679.0,20240506
30140,중구,1,월요일,2,외지인(b),133084.0,20240506
30140,중구,1,월요일,3,외국인(c),299.40000000000003,20240506
30170,서구,1,월요일,1,현지인(a),239554.0,20240506
30170,서구,1,월요일,2,외지인(b),176585.5,20240506
30170,서구,1,월요일,3,외국인(c),720.96,20240506
30200,유성구,1,월요일,1,현지인(a),216184.5,20240506
30200,유성구,1,월요일,2,외지인(b),169372.0,20240506
30200,유성구,1,월요일,3,외국인(c),1059.36,20240506
30230,대덕구,1,월요일,1,현지인(a),64638.0,20240506
30230,대덕구,1,월요일,2,외지인(b),82187.0,20240506
30230,대덕구,1,월요일,3,외국인(c),363.70000000000005,20240506
30110,동구,2,화요일,1,현지인(a),98686.0,20240507
30110,동구,2,화요일,2,외지인(b),91910.0,20240507
30110,동구,2,화요일,3,외국인(c),691.85,20240507
30140,중구,2,화요일,1,현지인(a),110183.5,20240507
30140,중구,2,화요일,2,외지인(b),95700.5,20240507
30140,중구,2,화요일,3,외국인(c),314.46000000000004,20240507
30170,서구,2,화요일,1,현지인(a),277903.5,20240507
30170,서구,2,화요일,2,외지인(b),136825.5,20240507
30170,서구,2,화요일,3,외국인(c),755.6500000000001,20240507
30200,유성구,2,화요일,1,현지인(a),262122.0,20240507
30200,유성구,2,화요일,2,외지인(b),129010.0,20240507
30200,유성구,2,화요일,3,외국인(c),1143.8100000000004,20240507
30230,대덕구,2,화요일,1,현지인(a),75386.5,20240507
30230,대덕구,2,화요일,2,외지인(b),61894.0,20240507
30230,대덕구,2,화요일,3,외국인(c),377.67999999999995,20240507
30110,동구,3,수요일,1,현지인(a),101836.0,20240508
30110,동구,3,수요일,2,외지인(b),97006.0,20240508
30110,동구,3,수요일,3,외국인(c),709.9900000000001,20240508
30140,중구,3,수요일,1,현지인(a),114663.5,20240508
30140,중구,3,수요일,2,외지인(b),106865.5,20240508
30140,중구,3,수요일,3,외국인(c),337.29,20240508
30170,서구,3,수요일,1,현지인(a),289527.0,20240508
30170,서구,3,수요일,2,외지인(b),153734.0,20240508
30170,서구,3,수요일,3,외국인(c),813.66,20240508
30200,유성구,3,수요일,1,현지인(a),270077.5,20240508
30200,유성구,3,수요일,2,외지인(b),151637.5,20240508
30200,유성구,3,수요일,3,외국인(c),1242.79,20240508
30230,대덕구,3,수요일,1,현지인(a),77833.0,20240508
30230,대덕구,3,수요일,2,외지인(b),70402.5,20240508
30230,대덕구,3,수요일,3,외국인(c),446.99,20240508
30110,동구,4,목요일,1,현지인(a),100142.0,20240509
30110,동구,4,목요일,2,외지인(b),97415.5,20240509
30110,동구,4,목요일,3,외국인(c),709.0400000000001,20240509
30140,중구,4,목요일,1,현지인(a),111996.5,20240509
30140,중구,4,목요일,2,외지인(b),106015.0,20240509
30140,중구,4,목요일,3,외국인(c),385.0599999999999,20240509
30170,서구,4,목요일,1,현지인(a),283885.0,20240509
30170,서구,4,목요일,2,외지인(b),152372.5,20240509
30170,서구,4,목요일,3,외국인(c),707.5299999999997,20240509
30200,유성구,4,목요일,1,현지인(a),266266.0,20240509
30200,유성구,4,목요일,2,외지인(b),148501.5,20240509
30200,유성구,4,목요일,3,외국인(c),1160.1599999999999,20240509
30230,대덕구,4,목요일,1,현지인(a),76076.0,20240509
30230,대덕구,4,목요일,2,외지인(b),67329.5,20240509
30230,대덕구,4,목요일,3,외국인(c),438.84000000000003,20240509
30110,동구,5,금요일,1,현지인(a),101244.5,20240510
30110,동구,5,금요일,2,외지인(b),118023.5,20240510
30110,동구,5,금요일,3,외국인(c),780.4400000000002,20240510
30140,중구,5,금요일,1,현지인(a),115370.5,20240510
30140,중구,5,금요일,2,외지인(b),130165.0,20240510
30140,중구,5,금요일,3,외국인(c),480.94000000000005,20240510
30170,서구,5,금요일,1,현지인(a),288501.5,20240510
30170,서구,5,금요일,2,외지인(b),175350.0,20240510
30170,서구,5,금요일,3,외국인(c),791.8100000000002,20240510
30200,유성구,5,금요일,1,현지인(a),267855.0,20240510
30200,유성구,5,금요일,2,외지인(b),173089.0,20240510
30200,유성구,5,금요일,3,외국인(c),1258.53,20240510
30230,대덕구,5,금요일,1,현지인(a),78603.0,20240510
30230,대덕구,5,금요일,2,외지인(b),75365.5,20240510
30230,대덕구,5,금요일,3,외국인(c),462.95,20240510
30110,동구,6,토요일,1,현지인(a),90219.5,20240511
30110,동구,6,토요일,2,외지인(b),152736.5,20240511
30110,동구,6,토요일,3,외국인(c),753.3799999999999,20240511
30140,중구,6,토요일,1,현지인(a),103908.0,20240511
30140,중구,6,토요일,2,외지인(b),171391.5,20240511
30140,중구,6,토요일,3,외국인(c),404.64000000000004,20240511
30170,서구,6,토요일,1,현지인(a),256588.5,20240511
30170,서구,6,토요일,2,외지인(b),226702.0,20240511
30170,서구,6,토요일,3,외국인(c),741.4999999999998,20240511
30200,유성구,6,토요일,1,현지인(a),228301.5,20240511
30200,유성구,6,토요일,2,외지인(b),220115.0,20240511
30200,유성구,6,토요일,3,외국인(c),1101.2199999999998,20240511
30230,대덕구,6,토요일,1,현지인(a),68806.5,20240511
30230,대덕구,6,토요일,2,외지인(b),93929.5,20240511
30230,대덕구,6,토요일,3,외국인(c),378.09999999999997,20240511
30110,동구,7,일요일,1,현지인(a),86600.5,20240512
30110,동구,7,일요일,2,외지인(b),134015.0,20240512
30110,동구,7,일요일,3,외국인(c),756.2300000000001,20240512
30140,중구,7,일요일,1,현지인(a),101384.5,20240512
30140,중구,7,일요일,2,외지인(b),144784.5,20240512
30140,중구,7,일요일,3,외국인(c),368.9699999999999,20240512
30170,서구,7,일요일,1,현지인(a),250575.5,20240512
30170,서구,7,일요일,2,외지인(b),189311.5,20240512
30170,서구,7,일요일,3,외국인(c),828.2400000000001,20240512
