signguCode,signguNm,daywkDivCd,daywkDivNm,touDivCd,touDivNm,touNum,baseYmd
30110,동구,1,월요일,1,현지인(a),72999.5,20240101
30110,동구,1,월요일,2,외지인(b),111923.0,20240101
30110,동구,1,월요일,3,외국인(c),600.2,20240101
30140,중구,1,월요일,1,현지인(a),92729.0,20240101
30140,중구,1,월요일,2,외지인(b),112017.5,20240101
30140,중구,1,월요일,3,외국인(c),325.75000000000006,20240101
30170,서구,1,월요일,1,현지인(a),227192.0,20240101
30170,서구,1,월요일,2,외지인(b),140346.5,20240101
30170,서구,1,월요일,3,외국인(c),609.6599999999999,20240101
30200,유성구,1,월요일,1,현지인(a),198989.0,20240101
30200,유성구,1,월요일,2,외지인(b),143489.5,20240101
30200,유성구,1,월요일,3,외국인(c),783.16,20240101
30230,대덕구,1,월요일,1,현지인(a),59664.5,20240101
30230,대덕구,1,월요일,2,외지인(b),68372.5,20240101
30230,대덕구,1,월요일,3,외국인(c),310.49000000000007,20240101
30110,동구,2,화요일,1,현지인(a),82824.0,20240102
30110,동구,2,화요일,2,외지인(b),74928.0,20240102
30110,동구,2,화요일,3,외국인(c),611.5899999999999,20240102
30140,중구,2,화요일,1,현지인(a),105707.0,20240102
30140,중구,2,화요일,2,외지인(b),88301.5,20240102
30140,중구,2,화요일,3,외국인(c),311.39000000000004,20240102
30170,서구,2,화요일,1,현지인(a),268891.0,20240102
30170,서구,2,화요일,2,외지인(b),133346.5,20240102
30170,서구,2,화요일,3,외국인(c),662.1299999999998,20240102
30200,유성구,2,화요일,1,현지인(a),246242.5,20240102
30200,유성구,2,화요일,2,외지인(b),120631.0,20240102
30200,유성구,2,화요일,3,외국인(c),806.9899999999999,20240102
30230,대덕구,2,화요일,1,현지인(a),69832.0,20240102
30230,대덕구,2,화요일,2,외지인(b),51796.5,20240102
30230,대덕구,2,화요일,3,외국인(c),311.36000000000007,20240102
30110,동구,3,수요일,1,현지인(a),82771.5,20240103
30110,동구,3,수요일,2,외지인(b),73248.0,20240103
30110,동구,3,수요일,3,외국인(c),529.5100000000001,20240103
30140,중구,3,수요일,1,현지인(a),105696.5,20240103
30140,중구,3,수요일,2,외지인(b),90209.0,20240103
30140,중구,3,수요일,3,외국인(c),268.45000000000005,20240103
30170,서구,3,수요일,1,현지인(a),270994.5,20240103
30170,서구,3,수요일,2,외지인(b),137546.5,20240103
30170,서구,3,수요일,3,외국인(c),608.4,20240103
30200,유성구,3,수요일,1,현지인(a),249616.5,20240103
30200,유성구,3,수요일,2,외지인(b),125566.0,20240103
30200,유성구,3,수요일,3,외국인(c),786.62,20240103
30230,대덕구,3,수요일,1,현지인(a),70381.5,20240103
30230,대덕구,3,수요일,2,외지인(b),55933.5,20240103
30230,대덕구,3,수요일,3,외국인(c),380.24,20240103
30110,동구,4,목요일,1,현지인(a),83394.5,20240104
30110,동구,4,목요일,2,외지인(b),76902.0,20240104
30110,동구,4,목요일,3,외국인(c),540.8,20240104
30140,중구,4,목요일,1,현지인(a),107023.0,20240104
30140,중구,4,목요일,2,외지인(b),96687.5,20240104
30140,중구,4,목요일,3,외국인(c),339.00000000000006,20240104
30170,서구,4,목요일,1,현지인(a),271565.0,20240104
30170,서구,4,목요일,2,외지인(b),144242.0,20240104
30170,서구,4,목요일,3,외국인(c),622.2599999999999,20240104
30200,유성구,4,목요일,1,현지인(a),251496.0,20240104
30200,유성구,4,목요일,2,외지인(b),133854.0,20240104
30200,유성구,4,목요일,3,외국인(c),877.64,20240104
30230,대덕구,4,목요일,1,현지인(a),70266.0,20240104
30230,대덕구,4,목요일,2,외지인(b),57158.5,20240104
30230,대덕구,4,목요일,3,외국인(c),386.0500000000001,20240104
30110,동구,5,금요일,1,현지인(a),84056.0,20240105
30110,동구,5,금요일,2,외지인(b),93562.0,20240105
30110,동구,5,금요일,3,외국인(c),489.18999999999994,20240105
30140,중구,5,금요일,1,현지인(a),107702.0,20240105
30140,중구,5,금요일,2,외지인(b),107149.0,20240105
30140,중구,5,금요일,3,외국인(c),309.24,20240105
30170,서구,5,금요일,1,현지인(a),276346.0,20240105
30170,서구,5,금요일,2,외지인(b),158746.0,20240105
30170,서구,5,금요일,3,외국인(c),585.43,20240105
30200,유성구,5,금요일,1,현지인(a),250946.5,20240105
30200,유성구,5,금요일,2,외지인(b),143853.5,20240105
30200,유성구,5,금요일,3,외국인(c),858.0099999999999,20240105
30230,대덕구,5,금요일,1,현지인(a),71480.5,20240105
30230,대덕구,5,금요일,2,외지인(b),61680.5,20240105
30230,대덕구,5,금요일,3,외국인(c),329.65000000000003,20240105
30110,동구,6,토요일,1,현지인(a),77588.0,20240106
30110,동구,6,토요일,2,외지인(b),121068.5,20240106
30110,동구,6,토요일,3,외국인(c),500.0199999999998,20240106
30140,중구,6,토요일,1,현지인(a),99522.5,20240106
30140,중구,6,토요일,2,외지인(b),143262.0,20240106
30140,중구,6,토요일,3,외국인(c),289.15000000000003,20240106
30170,서구,6,토요일,1,현지인(a),249665.5,20240106
30170,서구,6,토요일,2,외지인(b),198971.5,20240106
30170,서구,6,토요일,3,외국인(c),598.4199999999998,20240106
30200,유성구,6,토요일,1,현지인(a),218512.0,20240106
30200,유성구,6,토요일,2,외지인(b),186305.0,20240106
30200,유성구,6,토요일,3,외국인(c),774.7099999999997,20240106
30230,대덕구,6,토요일,1,현지인(a),64099.0,20240106
30230,대덕구,6,토요일,2,외지인(b),76237.0,20240106
30230,대덕구,6,토요일,3,외국인(c),307.68000000000006,20240106
30110,동구,7,일요일,1,현지인(a),74189.5,20240107
30110,동구,7,일요일,2,외지인(b),101153.5,20240107
30110,동구,7,일요일,3,외국인(c),516.14,20240107
30140,중구,7,일요일,1,현지인(a),93849.0,20240107
30140,중구,7,일요일,2,외지인(b),115801.0,20240107
30140,중구,7,일요일,3,외국인(c),290.45,20240107
30170,서구,7,일요일,1,현지인(a),236901.0,20240107
30170,서구,7,일요일,2,외지인(b),155022.0,20240107
30170,서구,7,일요일,3,외국인(c),578.5,20240107
30200,유성구,7,일요일,1,현지인(a),208680.5,20240107
30200,유성구,7,일요일,2,외지인(b),148526.0,20240107
30200,유성구,7,일요일,3,외국인(c),758.84,20240107
30230,대덕구,7,일요일,1,현지인(a),60000.5,20240107
30230,대덕구,7,일요일,2,외지인(b),60665.5,20240107
30230,대덕구,7,일요일,3,외국인(c),283.63,20240107
30110,동구,1,월요일,1,현지인(a),81592.0,20240108
30110,동구,1,월요일,2,외지인(b),80451.0,20240108
30110,동구,1,월요일,3,외국인(c),516.0600000000001,20240108
30140,중구,1,월요일,1,현지인(a),105136.5,20240108
30140,중구,1,월요일,2,외지인(b),93814.0,20240108
30140,중구,1,월요일,3,외국인(c),249.36,20240108
30170,서구,1,월요일,1,현지인(a),267326.5,20240108
30170,서구,1,월요일,2,외지인(b),140073.5,20240108
30170,서구,1,월요일,3,외국인(c),576.34,20240108
30200,유성구,1,월요일,1,현지인(a),246060.5,20240108
30200,유성구,1,월요일,2,외지인(b),129440.5,20240108
30200,유성구,1,월요일,3,외국인(c),836.95,20240108
30230,대덕구,1,월요일,1,현지인(a),69566.0,20240108
30230,대덕구,1,월요일,2,외지인(b),58096.5,20240108
30230,대덕구,1,월요일,3,외국인(c),293.96,20240108
30110,동구,2,화요일,1,현지인(a),81665.5,20240109
30110,동구,2,화요일,2,외지인(b),81676.0,20240109
30110,동구,2,화요일,3,외국인(c),533.78,20240109
30140,중구,2,화요일,1,현지인(a),104888.0,20240109
30140,중구,2,화요일,2,외지인(b),96624.5,20240109
30140,중구,2,화요일,3,외국인(c),269.84000000000003,20240109
30170,서구,2,화요일,1,현지인(a),267578.5,20240109
30170,서구,2,화요일,2,외지인(b),140850.5,20240109
30170,서구,2,화요일,3,외국인(c),604.15,20240109
30200,유성구,2,화요일,1,현지인(a),247555.0,20240109
30200,유성구,2,화요일,2,외지인(b),132793.5,20240109
30200,유성구,2,화요일,3,외국인(c),834.6900000000002,20240109
30230,대덕구,2,화요일,1,현지인(a),70066.5,20240109
30230,대덕구,2,화요일,2,외지인(b),57354.5,20240109
30230,대덕구,2,화요일,3,외국인(c),300.27000000000004,20240109
30110,동구,3,수요일,1,현지인(a),82355.0,20240110
30110,동구,3,수요일,2,외지인(b),82036.5,20240110
30110,동구,3,수요일,3,외국인(c),508.6900000000001,20240110
30140,중구,3,수요일,1,현지인(a),104832.0,20240110
30140,중구,3,수요일,2,외지인(b),96026.0,20240110
30140,중구,3,수요일,3,외국인(c),256.24000000000007,20240110
30170,서구,3,수요일,1,현지인(a),269584.0,20240110
30170,서구,3,수요일,2,외지인(b),146779.5,20240110
30170,서구,3,수요일,3,외국인(c),602.2800000000001,20240110
30200,유성구,3,수요일,1,현지인(a),248143.0,20240110
30200,유성구,3,수요일,2,외지인(b),134211.0,20240110
30200,유성구,3,수요일,3,외국인(c),1009.5699999999998,20240110
30230,대덕구,3,수요일,1,현지인(a),70413.0,20240110
30230,대덕구,3,수요일,2,외지인(b),57613.5,20240110
30230,대덕구,3,수요일,3,외국인(c),292.0300000000001,20240110
30110,동구,4,목요일,1,현지인(a),81798.5,20240111
30110,동구,4,목요일,2,외지인(b),85204.0,20240111
30110,동구,4,목요일,3,외국인(c),534.0,20240111
30140,중구,4,목요일,1,현지인(a),105486.5,20240111
30140,중구,4,목요일,2,외지인(b),103243.0,20240111
30140,중구,4,목요일,3,외국인(c),296.0700000000001,20240111
30170,서구,4,목요일,1,현지인(a),270375.0,20240111
30170,서구,4,목요일,2,외지인(b),153114.5,20240111
30170,서구,4,목요일,3,외국인(c),644.4899999999999,20240111
30200,유성구,4,목요일,1,현지인(a),248720.5,20240111
30200,유성구,4,목요일,2,외지인(b),142341.5,20240111
30200,유성구,4,목요일,3,외국인(c),993.5599999999998,20240111
30230,대덕구,4,목요일,1,현지인(a),70206.5,20240111
30230,대덕구,4,목요일,2,외지인(b),60683.0,20240111
30230,대덕구,4,목요일,3,외국인(c),353.37000000000006,20240111
30110,동구,5,금요일,1,현지인(a),83090.0,20240112
30110,동구,5,금요일,2,외지인(b),100831.5,20240112
30110,동구,5,금요일,3,외국인(c),539.7800000000001,20240112
30140,중구,5,금요일,1,현지인(a),107576.0,20240112
30140,중구,5,금요일,2,외지인(b),113263.5,20240112
30140,중구,5,금요일,3,외국인(c),283.6,20240112
30170,서구,5,금요일,1,현지인(a),272877.5,20240112
30170,서구,5,금요일,2,외지인(b),170922.5,20240112
30170,서구,5,금요일,3,외국인(c),638.45,20240112
30200,유성구,5,금요일,1,현지인(a),249301.5,20240112
30200,유성구,5,금요일,2,외지인(b),158088.0,20240112
30200,유성구,5,금요일,3,외국인(c),975.9199999999998,20240112
30230,대덕구,5,금요일,1,현지인(a),71053.5,20240112
30230,대덕구,5,금요일,2,외지인(b),67119.5,20240112
30230,대덕구,5,금요일,3,외국인(c),324.06000000000006,20240112
30110,동구,6,토요일,1,현지인(a),76919.5,20240113
30110,동구,6,토요일,2,외지인(b),133420.0,20240113
30110,동구,6,토요일,3,외국인(c),480.09999999999997,20240113
30140,중구,6,토요일,1,현지인(a),98913.5,20240113
30140,중구,6,토요일,2,외지인(b),153041.0,20240113
30140,중구,6,토요일,3,외국인(c),305.08000000000004,20240113
30170,서구,6,토요일,1,현지인(a),248286.5,20240113
30170,서구,6,토요일,2,외지인(b),218204.0,20240113
30170,서구,6,토요일,3,외국인(c),697.3100000000001,20240113
30200,유성구,6,토요일,1,현지인(a),215726.0,20240113
30200,유성구,6,토요일,2,외지인(b),204228.5,20240113
30200,유성구,6,토요일,3,외국인(c),823.68,20240113
30230,대덕구,6,토요일,1,현지인(a),63616.0,20240113
30230,대덕구,6,토요일,2,외지인(b),79880.5,20240113
30230,대덕구,6,토요일,3,외국인(c),303.55999999999995,20240113
30110,동구,7,일요일,1,현지인(a),72355.5,20240114
30110,동구,7,일요일,2,외지인(b),106841.0,20240114
30110,동구,7,일요일,3,외국인(c),502.90999999999997,20240114
30140,중구,7,일요일,1,현지인(a),92865.5,20240114
30140,중구,7,일요일,2,외지인(b),114341.5,20240114
30140,중구,7,일요일,3,외국인(c),314.6600000000001,20240114
30170,서구,7,일요일,1,현지인(a),231983.5,20240114
30170,서구,7,일요일,2,외지인(b),162480.5,20240114
30170,서구,7,일요일,3,외국인(c),575.49,20240114
30200,유성구,7,일요일,1,현지인(a),206167.5,20240114
30200,유성구,7,일요일,2,외지인(b),158420.5,20240114
30200,유성구,7,일요일,3,외국인(c),872.9199999999998,20240114
30230,대덕구,7,일요일,1,현지인(a),59629.5,20240114
30230,대덕구,7,일요일,2,외지인(b),62814.5,20240114
30230,대덕구,7,일요일,3,외국인(c),319.74999999999994,20240114
30110,동구,1,월요일,1,현지인(a),81560.5,20240115
30110,동구,1,월요일,2,외지인(b),83310.5,20240115
30110,동구,1,월요일,3,외국인(c),579.4599999999999,20240115
30140,중구,1,월요일,1,현지인(a),104373.5,20240115
30140,중구,1,월요일,2,외지인(b),100898.0,20240115
30140,중구,1,월요일,3,외국인(c),274.88,20240115
30170,서구,1,월요일,1,현지인(a),266497.0,20240115
30170,서구,1,월요일,2,외지인(b),152225.5,20240115
30170,서구,1,월요일,3,외국인(c),651.2199999999999,20240115
30200,유성구,1,월요일,1,현지인(a),244163.5,20240115
30200,유성구,1,월요일,2,외지인(b),137977.0,20240115
30200,유성구,1,월요일,3,외국인(c),1022.77,20240115
30230,대덕구,1,월요일,1,현지인(a),69912.5,20240115
30230,대덕구,1,월요일,2,외지인(b),60921.0,20240115
30230,대덕구,1,월요일,3,외국인(c),436.21999999999997,20240115
30110,동구,2,화요일,1,현지인(a),82180.0,20240116
30110,동구,2,화요일,2,외지인(b),85883.0,20240116
30110,동구,2,화요일,3,외국인(c),577.25,20240116
30140,중구,2,화요일,1,현지인(a),104839.0,20240116
30140,중구,2,화요일,2,외지인(b),103169.5,20240116
30140,중구,2,화요일,3,외국인(c),305.72,20240116
30170,서구,2,화요일,1,현지인(a),269006.5,20240116
30170,서구,2,화요일,2,외지인(b),155669.5,20240116
30170,서구,2,화요일,3,외국인(c),632.9399999999999,20240116
30200,유성구,2,화요일,1,현지인(a),247390.5,20240116
30200,유성구,2,화요일,2,외지인(b),142114.0,20240116
30200,유성구,2,화요일,3,외국인(c),969.9599999999999,20240116
30230,대덕구,2,화요일,1,현지인(a),70665.0,20240116
30230,대덕구,2,화요일,2,외지인(b),62772.5,20240116
30230,대덕구,2,화요일,3,외국인(c),393.51000000000005,20240116
30110,동구,3,수요일,1,현지인(a),80507.0,20240117
30110,동구,3,수요일,2,외지인(b),82943.0,20240117
30110,동구,3,수요일,3,외국인(c),589.3000000000002,20240117
30140,중구,3,수요일,1,현지인(a),103852.0,20240117
30140,중구,3,수요일,2,외지인(b),98990.5,20240117
30140,중구,3,수요일,3,외국인(c),307.15999999999997,20240117
30170,서구,3,수요일,1,현지인(a),265695.5,20240117
30170,서구,3,수요일,2,외지인(b),154469.0,20240117
30170,서구,3,수요일,3,외국인(c),619.15,20240117
30200,유성구,3,수요일,1,현지인(a),244107.5,20240117
30200,유성구,3,수요일,2,외지인(b),141963.5,20240117
30200,유성구,3,수요일,3,외국인(c),953.2999999999998,20240117
30230,대덕구,3,수요일,1,현지인(a),68659.5,20240117
30230,대덕구,3,수요일,2,외지인(b),60620.0,20240117
30230,대덕구,3,수요일,3,외국인(c),409.72,20240117
30110,동구,4,목요일,1,현지인(a),81340.0,20240118
30110,동구,4,목요일,2,외지인(b),89222.0,20240118
30110,동구,4,목요일,3,외국인(c),601.8099999999998,20240118
30140,중구,4,목요일,1,현지인(a),104380.5,20240118
30140,중구,4,목요일,2,외지인(b),104289.5,20240118
30140,중구,4,목요일,3,외국인(c),266.52,20240118
30170,서구,4,목요일,1,현지인(a),267407.0,20240118
30170,서구,4,목요일,2,외지인(b),156859.5,20240118
30170,서구,4,목요일,3,외국인(c),655.3499999999999,20240118
30200,유성구,4,목요일,1,현지인(a),245350.0,20240118
30200,유성구,4,목요일,2,외지인(b),146265.0,20240118
30200,유성구,4,목요일,3,외국인(c),896.6199999999999,20240118
30230,대덕구,4,목요일,1,현지인(a),69468.0,20240118
30230,대덕구,4,목요일,2,외지인(b),62401.5,20240118
30230,대덕구,4,목요일,3,외국인(c),392.3,20240118
30110,동구,5,금요일,1,현지인(a),82873.0,20240119
30110,동구,5,금요일,2,외지인(b),105920.5,20240119
30110,동구,5,금요일,3,외국인(c),581.2900000000001,20240119
30140,중구,5,금요일,1,현지인(a),106470.0,20240119
30140,중구,5,금요일,2,외지인(b),120442.0,20240119
30140,중구,5,금요일,3,외국인(c),307.65,20240119
30170,서구,5,금요일,1,현지인(a),272401.5,20240119
30170,서구,5,금요일,2,외지인(b),177352.0,20240119
30170,서구,5,금요일,3,외국인(c),595.3499999999999,20240119
30200,유성구,5,금요일,1,현지인(a),246018.5,20240119
30200,유성구,5,금요일,2,외지인(b),165980.5,20240119
30200,유성구,5,금요일,3,외국인(c),885.57,20240119
30230,대덕구,5,금요일,1,현지인(a),70973.0,20240119
30230,대덕구,5,금요일,2,외지인(b),70098.0,20240119
30230,대덕구,5,금요일,3,외국인(c),307.2,20240119
30110,동구,6,토요일,1,현지인(a),74798.5,20240120
30110,동구,6,토요일,2,외지인(b),125657.0,20240120
30110,동구,6,토요일,3,외국인(c),571.6600000000001,20240120
30140,중구,6,토요일,1,현지인(a),94748.5,20240120
30140,중구,6,토요일,2,외지인(b),141379.0,20240120
30140,중구,6,토요일,3,외국인(c),286.03999999999996,20240120
30170,서구,6,토요일,1,현지인(a),240894.5,20240120
30170,서구,6,토요일,2,외지인(b),212327.5,20240120
30170,서구,6,토요일,3,외국인(c),584.0299999999999,20240120
30200,유성구,6,토요일,1,현지인(a),209142.5,20240120
30200,유성구,6,토요일,2,외지인(b),200746.0,20240120
30200,유성구,6,토요일,3,외국인(c),855.04,20240120
30230,대덕구,6,토요일,1,현지인(a),61600.0,20240120
30230,대덕구,6,토요일,2,외지인(b),77353.5,20240120
30230,대덕구,6,토요일,3,외국인(c),289.2,20240120
30110,동구,7,일요일,1,현지인(a),73734.5,20240121
30110,동구,7,일요일,2,외지인(b),114660.0,20240121
30110,동구,7,일요일,3,외국인(c),607.29,20240121
30140,중구,7,일요일,1,현지인(a),92900.5,20240121
30140,중구,7,일요일,2,외지인(b),125422.5,20240121
30140,중구,7,일요일,3,외국인(c),273.86000000000007,20240121
30170,서구,7,일요일,1,현지인(a),234867.5,20240121
30170,서구,7,일요일,2,외지인(b),173589.5,20240121
30170,서구,7,일요일,3,외국인(c),576.29,20240121
30200,유성구,7,일요일,1,현지인(a),206094.0,20240121
30200,유성구,7,일요일,2,외지인(b),167104.0,20240121
30200,유성구,7,일요일,3,외국인(c),820.9999999999999,20240121
30230,대덕구,7,일요일,1,현지인(a),60119.5,20240121
30230,대덕구,7,일요일,2,외지인(b),64767.5,20240121
30230,대덕구,7,일요일,3,외국인(c),310.4,20240121
30110,동구,1,월요일,1,현지인(a),80559.5,20240122
30110,동구,1,월요일,2,외지인(b),83450.5,20240122
30110,동구,1,월요일,3,외국인(c),607.35,20240122
30140,중구,1,월요일,1,현지인(a),101941.0,20240122
30140,중구,1,월요일,2,외지인(b),95833.5,20240122
30140,중구,1,월요일,3,외국인(c),319.4000000000001,20240122
30170,서구,1,월요일,1,현지인(a),261611.0,20240122
30170,서구,1,월요일,2,외지인(b),148904.0,20240122
30170,서구,1,월요일,3,외국인(c),628.8100000000001,20240122
30200,유성구,1,월요일,1,현지인(a),238213.5,20240122
30200,유성구,1,월요일,2,외지인(b),135999.5,20240122
30200,유성구,1,월요일,3,외국인(c),914.5899999999999,20240122
30230,대덕구,1,월요일,1,현지인(a),68285.0,20240122
30230,대덕구,1,월요일,2,외지인(b),60987.5,20240122
30230,대덕구,1,월요일,3,외국인(c),319.46000000000004,20240122
30110,동구,2,화요일,1,현지인(a),79527.0,20240123
30110,동구,2,화요일,2,외지인(b),81546.5,20240123
30110,동구,2,화요일,3,외국인(c),503.77000000000004,20240123
30140,중구,2,화요일,1,현지인(a),101251.5,20240123
30140,중구,2,화요일,2,외지인(b),96621.0,20240123
30140,중구,2,화요일,3,외국인(c),321.53999999999996,20240123
30170,서구,2,화요일,1,현지인(a),259150.5,20240123
30170,서구,2,화요일,2,외지인(b),147770.0,20240123
30170,서구,2,화요일,3,외국인(c),651.4999999999999,20240123
30200,유성구,2,화요일,1,현지인(a),239165.5,20240123
30200,유성구,2,화요일,2,외지인(b),138715.5,20240123
30200,유성구,2,화요일,3,외국인(c),1117.8299999999997,20240123
30230,대덕구,2,화요일,1,현지인(a),68029.5,20240123
30230,대덕구,2,화요일,2,외지인(b),58873.5,20240123
30230,대덕구,2,화요일,3,외국인(c),409.38999999999993,20240123
30110,동구,3,수요일,1,현지인(a),80489.5,20240124
30110,동구,3,수요일,2,외지인(b),84847.0,20240124
30110,동구,3,수요일,3,외국인(c),567.9599999999999,20240124
30140,중구,3,수요일,1,현지인(a),103194.0,20240124
30140,중구,3,수요일,2,외지인(b),99855.0,20240124
30140,중구,3,수요일,3,외국인(c),278.6,20240124
30170,서구,3,수요일,1,현지인(a),264831.0,20240124
30170,서구,3,수요일,2,외지인(b),155452.5,20240124
30170,서구,3,수요일,3,외국인(c),671.3800000000001,20240124
30200,유성구,3,수요일,1,현지인(a),243519.5,20240124
30200,유성구,3,수요일,2,외지인(b),146905.5,20240124
30200,유성구,3,수요일,3,외국인(c),1024.39,20240124
30230,대덕구,3,수요일,1,현지인(a),68810.0,20240124
30230,대덕구,3,수요일,2,외지인(b),60704.0,20240124
30230,대덕구,3,수요일,3,외국인(c),339.15000000000003,20240124
30110,동구,4,목요일,1,현지인(a),81070.5,20240125
30110,동구,4,목요일,2,외지인(b),90457.5,20240125
30110,동구,4,목요일,3,외국인(c),505.01,20240125
30140,중구,4,목요일,1,현지인(a),104405.0,20240125
30140,중구,4,목요일,2,외지인(b),106592.5,20240125
30140,중구,4,목요일,3,외국인(c),242.71000000000004,20240125
30170,서구,4,목요일,1,현지인(a),265930.0,20240125
30170,서구,4,목요일,2,외지인(b),161322.0,20240125
30170,서구,4,목요일,3,외국인(c),732.7699999999999,20240125
30200,유성구,4,목요일,1,현지인(a),242802.0,20240125
30200,유성구,4,목요일,2,외지인(b),151872.0,20240125
30200,유성구,4,목요일,3,외국인(c),1023.7500000000001,20240125
30230,대덕구,4,목요일,1,현지인(a),69496.0,20240125
30230,대덕구,4,목요일,2,외지인(b),65100.0,20240125
30230,대덕구,4,목요일,3,외국인(c),346.53000000000003,20240125
30110,동구,5,금요일,1,현지인(a),82635.0,20240126
30110,동구,5,금요일,2,외지인(b),107866.5,20240126
30110,동구,5,금요일,3,외국인(c),487.44,20240126
30140,중구,5,금요일,1,현지인(a),106176.0,20240126
30140,중구,5,금요일,2,외지인(b),118814.5,20240126
30140,중구,5,금요일,3,외국인(c),245.81,20240126
30170,서구,5,금요일,1,현지인(a),270007.5,20240126
30170,서구,5,금요일,2,외지인(b),179683.0,20240126
30170,서구,5,금요일,3,외국인(c),644.8199999999999,20240126
30200,유성구,5,금요일,1,현지인(a),243806.5,20240126
30200,유성구,5,금요일,2,외지인(b),165616.5,20240126
30200,유성구,5,금요일,3,외국인(c),899.58,20240126
30230,대덕구,5,금요일,1,현지인(a),71676.5,20240126
30230,대덕구,5,금요일,2,외지인(b),72096.5,20240126
30230,대덕구,5,금요일,3,외국인(c),306.0,20240126
30110,동구,6,토요일,1,현지인(a),77042.0,20240127
30110,동구,6,토요일,2,외지인(b),140420.0,20240127
30110,동구,6,토요일,3,외국인(c),483.8900000000001,20240127
30140,중구,6,토요일,1,현지인(a),98080.5,20240127
30140,중구,6,토요일,2,외지인(b),158081.0,20240127
30140,중구,6,토요일,3,외국인(c),286.68000000000006,20240127
30170,서구,6,토요일,1,현지인(a),246568.0,20240127
30170,서구,6,토요일,2,외지인(b),225456.0,20240127
30170,서구,6,토요일,3,외국인(c),698.4,20240127
30200,유성구,6,토요일,1,현지인(a),212404.5,20240127
30200,유성구,6,토요일,2,외지인(b),205996.0,20240127
30200,유성구,6,토요일,3,외국인(c),839.31,20240127
30230,대덕구,6,토요일,1,현지인(a),64239.0,20240127
30230,대덕구,6,토요일,2,외지인(b),85137.5,20240127
30230,대덕구,6,토요일,3,외국인(c),280.63000000000005,20240127
30110,동구,7,일요일,1,현지인(a),73083.5,20240128
30110,동구,7,일요일,2,외지인(b),114296.0,20240128
30110,동구,7,일요일,3,외국인(c),481.12,20240128
30140,중구,7,일요일,1,현지인(a),93439.5,20240128
30140,중구,7,일요일,2,외지인(b),122171.0,20240128
30140,중구,7,일요일,3,외국인(c),278.8,20240128
30170,서구,7,일요일,1,현지인(a),234563.0,20240128
30170,서구,7,일요일,2,외지인(b),173677.0,20240128
30170,서구,7,일요일,3,외국인(c),667.0499999999998,20240128
30200,유성구,7,일요일,1,현지인(a),205572.5,20240128
30200,유성구,7,일요일,2,외지인(b),166274.5,20240128
30200,유성구,7,일요일,3,외국인(c),783.0100000000001,20240128
30230,대덕구,7,일요일,1,현지인(a),60259.5,20240128
30230,대덕구,7,일요일,2,외지인(b),70294.0,20240128
30230,대덕구,7,일요일,3,외국인(c),260.11999999999995,20240128
30110,동구,1,월요일,1,현지인(a),80923.5,20240129
30110,동구,1,월요일,2,외지인(b),89729.5,20240129
30110,동구,1,월요일,3,외국인(c),417.87,20240129
30140,중구,1,월요일,1,현지인(a),103869.5,20240129
30140,중구,1,월요일,2,외지인(b),105945.0,20240129
30140,중구,1,월요일,3,외국인(c),271.18000000000006,20240129
30170,서구,1,월요일,1,현지인(a),264302.5,20240129
30170,서구,1,월요일,2,외지인(b),159687.5,20240129
30170,서구,1,월요일,3,외국인(c),593.43,20240129
30200,유성구,1,월요일,1,현지인(a),240576.0,20240129
30200,유성구,1,월요일,2,외지인(b),149810.5,20240129
30200,유성구,1,월요일,3,외국인(c),900.7999999999998,20240129
30230,대덕구,1,월요일,1,현지인(a),69272.0,20240129
30230,대덕구,1,월요일,2,외지인(b),66146.5,20240129
30230,대덕구,1,월요일,3,외국인(c),327.10999999999996,20240129
30110,동구,2,화요일,1,현지인(a),82274.5,20240130
30110,동구,2,화요일,2,외지인(b),92225.0,20240130
30110,동구,2,화요일,3,외국인(c),479.73,20240130
30140,중구,2,화요일,1,현지인(a),104664.0,20240130
30140,중구,2,화요일,2,외지인(b),107376.5,20240130
30140,중구,2,화요일,3,외국인(c),214.32000000000002,20240130
30170,서구,2,화요일,1,현지인(a),266745.5,20240130
30170,서구,2,화요일,2,외지인(b),162949.5,20240130
30170,서구,2,화요일,3,외국인(c),682.8900000000001,20240130
30200,유성구,2,화요일,1,현지인(a),242973.5,20240130
30200,유성구,2,화요일,2,외지인(b),153237.0,20240130
30200,유성구,2,화요일,3,외국인(c),997.43,20240130
30230,대덕구,2,화요일,1,현지인(a),70686.0,20240130
30230,대덕구,2,화요일,2,외지인(b),68372.5,20240130
30230,대덕구,2,화요일,3,외국인(c),406.32,20240130
30110,동구,3,수요일,1,현지인(a),81630.5,20240131
30110,동구,3,수요일,2,외지인(b),89803.0,20240131
30110,동구,3,수요일,3,외국인(c),473.98999999999995,20240131
30140,중구,3,수요일,1,현지인(a),106172.5,20240131
30140,중구,3,수요일,2,외지인(b),107177.0,20240131
30140,중구,3,수요일,3,외국인(c),229.49999999999997,20240131
30170,서구,3,수요일,1,현지인(a),270193.0,20240131
30170,서구,3,수요일,2,외지인(b),166145.0,20240131
30170,서구,3,수요일,3,외국인(c),651.2599999999998,20240131
30200,유성구,3,수요일,1,현지인(a),245759.5,20240131
30200,유성구,3,수요일,2,외지인(b),154665.0,20240131
30200,유성구,3,수요일,3,외국인(c),1113.39,20240131
30230,대덕구,3,수요일,1,현지인(a),70294.0,20240131
